Age,Beijin,Tianjin,Hebei,Shanxi1,Neimenggu,Liaoning,Jilin,Heilongjiang,Shanghai,Jiangsu,Zhejiang,Anhui,Fujian,Jiangxi,Shandong,Henan,Hubei,Hunan,Guangdong,Guagnxi,Hainan,Chongqing,Sichuan,Guizhou,Yunnan,Xizang,Shanxi,Gansu,Qinghai,Ningxia,Xinjiang,Gender,Hukou
57,20087.70693,20176.64306,287135.2324,122974.9497,80250.03346,143169.38,91262.30255,112474.5574,18372.22783,254881.063,164869.7954,211624.5064,100351.5749,134787.6439,377322.396,374083.1445,201568.7948,243056.5106,174682.4149,153995.8714,20672.70903,114336.287,409669.4541,133497.0819,142052.7375,6478.502886,142766.2029,98114.33718,12802.84982,16530.26179,46995.82676,M,R
58,20497.10049,20587.84917,292987.1355,125481.2164,81885.55348,146087.2154,93122.25595,114766.823,18746.6594,260075.6164,168229.8918,215937.478,102396.7704,137534.657,385012.3408,381707.0724,205676.828,248010.076,178242.4955,157134.3539,21094.0251,116666.4953,418018.6418,136217.7929,144947.8153,6610.536739,145675.8214,100113.9371,13063.77578,16867.15353,47953.61596,M,R
59,17220.6328,17296.87527,246153.0536,105423.0062,68796.12308,122735.13,78236.63528,96421.31177,15750.00025,218502.4508,141338.2929,181419.8071,86028.61582,115549.7006,323468.0021,320691.0819,172799.325,208365.5907,149750.3789,132016.3801,17722.13884,98017.32083,351198.236,114443.3377,121777.8634,5553.84045,122389.4974,84110.6941,10975.52728,14170.93396,40288.216,M,R
60,15188.03694,15149.85912,235898.5326,100957.8886,59148.67912,109675.9071,69881.13935,87618.10753,15459.77322,219493.2968,144038.1951,206625.1242,79416.61249,116657.9575,307735.7241,318218.9056,180219.544,224344.1263,142791.8014,135443.693,17599.97715,111171.5796,371663.3685,120098.4533,120594.765,6112.94345,115633.8935,92632.87708,11641.99076,13146.6462,45833.60135,M,R
61,15036.87781,14999.07995,233550.7494,99953.10391,58560.00113,108584.3563,69185.64641,86746.08717,15305.90963,217308.7869,142604.6531,204568.6849,78626.21763,115496.9177,304672.9803,315051.8278,178425.9067,222111.3385,141370.6641,134095.6879,17424.81315,110065.143,367964.384,118903.1719,119394.544,6052.104301,114483.0457,91710.94717,11526.12369,13015.80403,45377.44183,M,R
62,12959.24892,12926.67354,201281.2989,86142.69333,50468.8301,93581.37502,59626.34164,74760.47559,13191.10891,187283.4705,122901.1248,176303.6544,67762.5195,99538.83545,262576.6493,271521.4628,153772.9952,191422.4588,121837.6347,115567.834,15017.24586,94857.56307,317123.1493,102474.4512,102897.931,5215.891697,98665.04904,79039.34634,9933.571844,11217.42469,39107.69054,M,R
63,12381.65519,12350.53171,192310.1914,82303.3135,48219.43434,89410.45315,56968.7956,71428.4012,12603.18118,178936.2463,117423.4217,168445.8006,64742.34402,95102.38957,250873.608,259419.7512,146919.3328,182890.7598,116407.3314,110416.9756,14347.92721,90629.7615,302988.9705,97907.16493,98311.77025,4983.419405,94267.54781,75516.56268,9490.832547,10717.46407,37364.66078,M,R
64,11273.39006,11245.0524,175096.7675,74936.45575,43903.3783,81407.44499,51869.59612,65034.94207,11475.08756,162919.906,106913.0108,153368.4459,58947.34478,86589.90391,228418.2523,236199.4418,133768.7829,166520.4565,105987.8693,100533.7022,13063.66375,82517.6147,275868.8395,89143.62764,89512.01729,4537.360306,85829.78771,68757.17777,8641.321023,9758.158424,34020.20076,M,R
65,9781.731847,9426.775666,135675.0086,63210.16645,35375.14812,71600.03982,39277.51486,49349.6654,10011.91555,156060.2496,88474.44154,154210.175,55685.09542,74633.30173,195834.7031,206023.0212,125353.3131,149337.5947,104686.2584,106078.1169,11190.80032,86013.41201,276818.4936,91613.11468,91092.51228,4429.422888,84825.92225,72712.23585,8482.3771,9592.421884,31505.05012,M,R
66,9532.842131,9186.917576,132222.8475,61601.82545,34475.0508,69778.22403,38278.1244,48093.99571,9757.168964,152089.3995,86223.26772,150286.3988,54268.22489,72734.30659,190851.8183,200780.9013,122163.7807,145537.7981,102022.5856,103379.0291,10906.05779,83824.85747,269775.0296,89282.07939,88774.72338,4316.719144,82667.5826,70862.12096,8266.548608,9348.349035,30703.4249,M,R
67,8653.89032,8339.860871,120031.5713,55921.98356,31296.36517,63344.4978,34748.78589,43659.6094,8857.533659,138066.3777,78273.26747,136429.6181,49264.55925,66028.02218,173254.8048,182268.4016,110899.9756,132118.8503,92615.84883,93847.22491,9900.49207,76095.99662,244901.0993,81050.04908,80589.47255,3918.706877,75045.42538,64328.45674,7504.352217,8486.407947,27872.49257,M,R
68,8309.169363,8007.649032,115250.2075,53694.37506,30049.69892,60821.21924,33364.59517,41920.46298,8504.700729,132566.6114,75155.31304,130995.0509,47302.14404,63397.84753,166353.3351,175007.8823,106482.3617,126855.9991,88926.56888,90108.89406,9506.113707,73064.77208,235145.6554,77821.48372,77379.2539,3762.608251,72056.04951,61765.98295,7205.422212,8148.35852,26762.21362,M,R
69,8281.144519,7980.641144,114861.496,53513.27675,29948.34846,60616.0838,33252.06436,41779.07527,8476.016404,132119.4959,74901.83211,130553.2359,47142.60521,63184.02173,165792.265,174417.6225,106123.2221,126428.1441,88626.6408,89804.97828,9474.051855,72818.34205,234352.5653,77559.01044,77118.27216,3749.917872,71813.02167,61557.66104,7181.120043,8120.876052,26671.95106,M,R
70,8409.571934,7384.396542,110213.0697,53038.27708,31771.48364,52971.12585,31972.93732,39758.00285,7576.896725,122891.2213,84751.56298,117830.2572,49947.08228,66658.78419,155515.5255,149742.7584,92686.59958,137516.7584,93828.17044,88100.17081,11538.81909,62766.25142,203186.1812,73505.97092,73510.44767,3151.630898,64283.86914,52789.81754,5727.999622,6970.297312,23044.06257,M,R
71,7011.789039,6157.011456,91894.18917,44222.60881,26490.63977,44166.61901,26658.60917,33149.69308,6317.515544,102465.063,70664.72409,98245.29859,41645.21177,55579.20617,129666.7732,124853.5169,77280.85189,114659.641,78232.67845,73456.74868,9620.913627,52333.66421,169413.9309,61288.29924,61292.0319,2627.787854,53599.03365,44015.44655,4775.929771,5811.741035,19213.83236,M,R
72,7816.698404,6863.797721,102443.0652,49299.08669,29531.59892,49236.66961,29718.85015,36955.06975,7042.72667,114227.4091,78776.59081,109523.2421,46425.82065,61959.35014,144551.7048,139185.9169,86152.20855,127821.8481,87213.29883,81889.12231,10725.33412,58341.24034,188861.5866,68323.81126,68327.9724,2929.441404,59751.86624,49068.14351,5324.176528,6478.892423,21419.45969,M,R
73,7091.329224,6226.855233,92936.61654,44724.2603,26791.14373,44667.63537,26961.01853,33525.73587,6389.180043,103627.4041,71466.32909,99359.77154,42117.62585,56209.6844,131137.6845,126269.8276,78157.50878,115960.3147,79120.13266,74290.0258,9730.051144,52927.32573,171335.725,61983.54016,61987.31516,2657.596898,54207.04924,44514.74805,4830.106863,5877.66814,19431.78982,M,R
74,6657.330168,5845.763169,87248.76839,41987.07435,25151.48906,41933.91494,25310.96729,31473.91495,5998.153479,97285.26508,67092.49193,93278.81751,39539.96949,52769.57477,123111.8787,118541.9413,73374.16226,108863.3847,74277.87224,69743.37453,9134.558695,49688.10095,160849.7441,58190.06266,58193.60662,2494.94833,50889.50362,41790.38453,4534.497711,5517.946804,18242.53769,M,R
75,6762.05307,5688.786032,80153.74775,39953.30695,22232.63254,35460.17805,20420.31759,23995.52073,7075.089289,92694.02578,73989.52325,85531.85122,37686.73643,43792.11953,126311.2914,111904.5643,66648.47086,95610.20529,73650.59682,64111.22992,9416.976795,41516.13439,134598.5134,45999.84866,51201.42794,2035.912254,41014.80571,31353.04871,3568.14217,4566.092223,12683.85102,M,R
76,6165.374795,5186.812001,73081.04373,36427.85839,20270.84243,32331.19967,18618.44473,21878.17474,6450.788943,84514.77743,67460.74558,77984.58756,34361.28828,39927.93715,115165.6818,102030.193,60767.46191,87173.63555,67151.72575,58454.10513,8586.030127,37852.78316,122721.6458,41940.85799,46683.45398,1856.264949,37395.69133,28586.48021,3253.292095,4163.183816,11564.63793,M,R
77,6050.681281,5090.322539,71721.52837,35750.19657,19893.74709,31729.74736,18272.08868,21471.17844,6330.785914,82942.56209,66205.78376,76533.85233,33722.07054,39185.16391,113023.2724,100132.1411,59637.01421,85551.95788,65902.51258,57366.69245,8426.305536,37148.61368,120438.674,41160.63869,45815.0089,1821.733139,36700.02506,28054.69034,3192.771605,4085.736751,11349.50276,M,R
78,4977.975055,4187.87529,59006.24451,29412.15682,16366.84733,26104.4804,15032.68764,17664.62084,5208.42082,68237.93651,54468.36889,62965.40671,27743.59087,32238.14962,92985.73244,82380.02923,49064.1558,70384.72074,54218.8637,47196.33224,6932.432368,30562.65297,99086.48084,33863.3987,37692.61028,1498.763809,30193.59321,23080.96265,2626.735184,3361.389351,9337.385162,M,R
79,4288.385967,3607.737167,50832.22558,25337.74862,14099.58017,22488.2781,12950.239,15217.57568,4486.908533,58785.06945,46922.97294,54242.93283,23900.32583,27772.2622,80104.60191,70968.0859,42267.39486,60634.46388,46708.03121,40658.31721,5972.096155,26328.8688,85360.22564,29172.36872,32471.12716,1291.143008,26010.93416,19883.60232,2262.858728,2895.742699,8043.895571,M,R
80,3683.244632,3586.392105,49050.10775,22008.31247,11217.80152,26195.75997,13696.08677,14809.89083,4403.941378,59732.37177,48446.20376,52371.57971,26568.92706,27395.02214,81019.9875,68996.03112,36493.46248,60153.96512,50374.70849,42350.19176,6543.242785,27038.94667,93283.22659,26426.49687,32283.22616,1239.142626,21951.3404,13610.62866,1803.166166,2364.341102,8255.253631,M,R
81,2701.119937,2630.092808,35971.06279,16139.87056,8226.612769,19210.74937,10044.07166,10860.88364,3229.645338,43804.93732,35528.18775,38406.87551,19484.41272,20090.23235,59416.28247,50598.47331,26762.60442,44114.11423,36942.46323,31057.65669,4798.509277,19829.1032,68409.57043,19379.96106,23675.01334,908.7294451,16098.08989,9981.400663,1322.35802,1733.897562,6054.018234,M,R
82,2647.986449,2578.356488,35263.47925,15822.38461,8064.787809,18832.85645,9846.495628,10647.24018,3166.115275,42943.25433,34829.31596,37651.37731,19101.13659,19695.0392,58247.51012,49603.15529,26236.15963,43246.34946,36215.77136,30446.72432,4704.118232,19439.04669,67063.89192,18998.73959,23209.30428,890.8539098,15781.42581,9785.057428,1296.346034,1699.790219,5934.930185,M,R
83,2089.361819,2034.421137,27824.22363,12484.46204,6363.423699,14859.83858,7769.258797,8401.07664,2498.185129,33883.85768,27481.65232,29708.36585,15071.5218,15540.1335,45959.4964,39138.77232,20701.3258,34123.01124,28575.61825,24023.62116,3711.72784,15338.1457,52915.95629,14990.72668,18313.02204,702.9175492,12452.14399,7720.781725,1022.866227,1341.199002,4682.88519,M,R
84,1657.845756,1614.251978,22077.68451,9906.045099,5049.185296,11790.83494,6164.67316,6666.001614,1982.234756,26885.82186,21805.86448,23572.69469,11958.7992,12330.62849,36467.47796,31055.43856,16425.87934,27075.58301,22673.89354,19062.02077,2945.144394,12170.35725,41987.21963,11894.6907,14530.83214,557.7439319,9880.401699,6126.208061,811.6135837,1064.201065,3715.728539,M,R
85,1369.461082,1323.402974,17459.09353,7516.683249,4277.262976,12389.63109,5901.578923,5846.309193,2081.826488,25906.15056,20713.8665,20827.4765,10292.4519,11628.13704,31998.103,27453.70299,13980.17109,23357.60191,22221.50191,18082.41326,2864.814326,10123.57217,36533.29138,8400.998925,11649.63082,411.4524327,8929.131898,5453.280004,488.2159463,994.8551359,3696.930813,M,R
86,1080.125998,1043.798891,13770.39557,5928.583954,3373.577389,9771.991933,4654.713382,4611.120853,1641.985262,20432.7871,16337.51117,16427.11804,8117.897636,9171.383755,25237.65252,21653.37791,11026.48805,18422.68715,17526.61849,14262.02243,2259.54609,7984.698241,28814.66172,6626.064419,9188.336405,324.5221609,7042.615252,4301.129535,385.0673401,784.6655233,2915.855833,M,R
87,832.4486661,804.4515136,10612.78725,4569.135279,2600.002224,7531.234008,3587.368467,3553.771884,1265.471291,15747.46501,12591.25269,12660.31234,6256.430333,7068.347754,19450.55504,16688.16934,8498.069006,14198.28924,13507.69282,10991.68205,1741.422882,6153.774108,22207.34132,5106.680606,7081.413092,250.1078952,5427.714621,3314.86285,296.7698159,604.7384928,2247.238103,M,R
88,647.9533559,626.1612027,8260.678883,3556.479407,2023.76463,5862.089218,2792.301233,2766.15065,985.0053258,12257.35978,9800.657711,9854.411689,4869.819841,5501.792285,15139.73525,12989.57613,6614.644909,11051.52731,10513.98753,8555.599357,1355.471931,4789.915279,17285.53594,3974.888748,5511.961956,194.6765688,4224.772105,2580.190942,230.9968242,470.7105097,1749.183499,M,R
89,526.1166922,508.4221847,6707.398009,2887.743638,1643.229938,4759.822541,2267.256239,2246.02283,799.7917429,9952.570701,7957.809879,8001.456331,3954.132629,4467.273349,12292.96424,10547.10616,5370.872869,8973.474614,8537.010094,6946.863679,1100.598372,3889.252768,14035.28342,3227.478184,4475.530786,158.0709344,3430.375204,2095.029698,187.5617804,382.2013639,1420.279142,M,R
90,389.0998008,330.7348306,4462.974715,1782.077087,836.5645716,3933.798986,1727.603115,1754.840101,575.8677051,7462.934179,5571.909147,5027.169426,3217.855352,2766.499583,9855.897953,7595.228111,3108.907408,6490.184677,7178.891324,6599.132621,1101.152436,3132.253396,11104.90831,2365.726789,3369.604275,140.0759283,2256.778844,1307.375331,136.1849303,284.0428546,1544.726209,M,R
91,244.2782105,207.6364789,2801.871074,1118.794204,525.1981525,2469.652708,1084.595254,1101.694729,361.5317515,4685.256077,3498.063974,3156.074479,2020.180801,1736.818076,6187.567071,4768.310668,1951.782902,4074.560551,4506.932983,4142.95845,691.3073356,1966.439594,6971.700127,1485.21152,2115.449303,87.94015577,1416.813621,820.7747872,85.49737366,178.3230936,969.7844956,M,R
92,181.1084948,153.9422206,2077.314436,829.4769064,389.3832639,1831.006883,804.1217171,816.7993117,268.0405724,3473.660931,2593.473646,2339.921753,1497.767252,1287.681398,4587.478174,3535.237819,1447.056874,3020.889694,3341.45173,3071.600072,512.5370404,1457.923383,5168.836443,1101.139649,1568.399565,65.19905814,1050.42927,608.5245427,63.38797319,132.2092012,719.0007245,M,R
93,125.4156856,106.6033327,1438.517913,574.4038399,269.643724,1267.952581,556.8456439,565.6247419,185.6152146,2405.472849,1795.952617,1620.370657,1037.18772,891.7055244,3176.779315,2448.114182,1002.071328,2091.933635,2313.919399,2127.050027,354.9263901,1009.596269,3579.363666,762.5273682,1086.099837,45.1496468,727.4109763,421.3967035,43.89548995,91.55345046,497.9002717,M,R
94,91.9434885,78.15196522,1054.591813,421.1011773,197.6785003,929.5486687,408.2290889,414.6651331,136.076363,1763.476109,1316.630755,1187.909871,760.3726499,653.7182032,2328.928564,1794.736895,734.6284731,1533.617388,1696.357363,1559.361565,260.2000725,740.1450824,2624.067162,559.0164101,796.2306104,33.09965586,533.2722333,308.9301214,32.18022097,67.1187466,365.0156493,M,R
95,61.39916881,46.95230556,704.2845834,216.7029487,72.23431625,675.3908569,375.6184445,317.8309915,75.84603206,1119.631902,660.9439937,725.9548783,422.57075,411.7356026,1451.909757,1455.521472,570.6510984,1054.621017,1516.920641,1332.723135,245.5966752,462.299624,2098.406887,390.0653077,516.4753612,32.50544231,426.1824659,274.4904017,36.11715812,39.72887394,458.6879082,M,R
96,47.39006531,36.23946171,543.5919256,167.259054,55.75301801,521.2907184,289.9156936,245.3132792,58.54066891,864.1717791,510.1401148,560.317831,326.1551554,317.7922027,1120.635662,1123.423313,440.4488423,813.9940629,1170.813378,1028.643182,189.5602612,356.8193153,1619.625173,301.0662972,398.6340788,25.0888581,328.9428063,211.8614684,27.876509,30.66415991,354.0316644,M,R
97,35.40292895,27.07282802,406.0924203,124.951514,41.65050465,389.4322185,216.5826242,183.2622205,43.73302988,645.5828221,381.1021176,418.5875717,243.6554522,237.4078765,837.1751435,839.2576687,329.0389867,608.0973679,874.6605977,768.4518108,141.6117158,266.5632298,1209.94716,224.9127251,297.8011083,18.74272709,245.7379774,158.2719177,20.82525233,22.90777756,264.4807045,M,R
98,28.03839303,21.44112408,321.6168613,98.95903424,32.98634475,308.4223234,171.5289927,145.1399169,34.63566198,511.2883436,301.8250544,331.5127647,192.9701168,188.0221651,663.0255294,664.6748466,260.5921235,481.6006333,692.7132397,608.5980606,112.1535721,211.1126064,958.2533149,178.1262616,235.8523649,14.84385514,194.619434,125.34811,16.49317237,18.14248961,209.4632891,M,R
99,18.61151791,14.23233723,213.4850584,65.68771027,21.89590342,204.726697,113.8586978,96.34197506,22.99069859,339.3865031,200.3475163,220.0538294,128.091035,124.8066495,440.1076588,441.202454,172.977637,319.68019,459.8139719,403.9794182,74.44607164,140.1337819,636.0759945,118.2378785,156.5557095,9.853156541,129.1858302,83.20443301,10.94795171,12.04274688,139.0389867,M,R
100,9.948497854,9.948497854,99.48497854,39.79399142,0,99.48497854,19.89699571,89.53648069,0,119.3819742,109.4334764,218.8669528,179.0729614,79.58798283,368.0944206,487.4763948,99.48497854,397.9399142,228.8154506,477.527897,248.7124464,69.63948498,557.1158798,79.58798283,179.0729614,0,9.948497854,49.74248927,19.89699571,0,288.5064378,M,R
0,8268.378739,12349.29247,273570.3919,91506.23274,46765.35346,59583.47153,49620.92756,59093.33568,7501.209578,155724.6846,89396.51755,215372.0869,93935.60176,164525.8197,245941.647,323702.7656,168319.045,228637.7203,215137.6741,225387.9065,32881.72267,67947.74641,266143.7682,154030.5194,199336.1204,16366.27544,102576.9099,102790.0125,22844.5928,21885.63135,117909.638,F,R
1,8956.870413,13772.79989,284096.8623,98389.06,48783.72237,69278.59915,60647.8468,73371.50719,8893.669238,163142.4551,93838.57546,205267.3017,88835.5705,199268.2463,271413.6507,479838.4831,156233.3027,238546.512,220137.274,214962.3619,31962.09783,82641.85543,313298.3329,156660.5426,198411.2383,20087.86122,102502.1924,101455.581,22972.36281,25126.25883,107533.0059,F,R
2,8964.631708,13784.73428,284343.0375,98474.31595,48825.99437,69338.63035,60700.39928,73435.08497,8901.375768,163283.8211,93919.88833,205445.1697,88912.54818,199440.9159,271648.8357,480254.2721,156368.6818,238753.217,220328.027,215148.6307,31989.79359,82713.46614,313569.8117,156796.2919,198583.1654,20105.26772,102591.0125,101543.4941,22992.26879,25148.0312,107626.1852,F,R
3,8654.498536,13307.84872,274506.1351,95067.57791,47136.84963,66939.84699,58600.45721,70894.58397,8593.430948,157634.9856,90670.71159,198337.7542,85836.60134,192541.2188,262251.0915,463639.7824,150959.0769,230493.5032,212705.7362,207705.5222,30883.10048,79851.97774,302721.8033,151371.8938,191713.1423,19409.72209,99041.85652,98030.57727,22196.8468,24278.03019,103902.8365,F,R
4,8827.238484,13573.46747,279985.1556,96965.08455,48077.68022,68275.93661,59770.09631,72309.60839,8764.952015,160781.3099,92480.45874,202296.4877,87549.86179,196384.256,267485.5069,472893.8266,153972.1531,235094.0512,216951.2483,211851.2322,31499.51345,81445.78777,308763.9961,154393.2096,195539.6515,19797.13153,101018.688,99987.22406,22639.886,24762.60889,105976.691,F,R
5,7237.681591,12475.75708,236384.8908,96493.21297,45083.57388,75198.78924,56630.71474,74333.92242,6827.560468,128584.6597,94516.98165,188719.4663,79212.8763,175984.4616,255811.4571,401066.5842,120377.9872,222425.8977,203811.0736,218097.3136,28517.23046,79826.9955,304509.6219,191549.9395,224538.1277,18780.57249,89729.4019,106769.6158,24365.01971,26948.99529,93371.61748,F,R
6,7204.486238,12418.53749,235300.7204,96050.65049,44876.79977,74853.89283,56370.98011,73992.99269,6796.246119,127994.911,94083.48308,187853.9116,78849.56943,175177.3156,254638.1875,399227.1075,119825.8781,221405.7497,202876.3018,217097.0185,28386.43726,79460.872,303113,190671.403,223508.2921,18694.4361,89317.86139,106279.921,24253.27047,26825.39474,92943.37208,F,R
7,6579.206252,11340.7281,214878.8851,87714.37954,40981.92597,68357.2962,51478.5222,67571.11389,6206.397442,116886.186,85917.9433,171550.0021,72006.18657,159973.6125,232538.0465,364578.0413,109426.1465,202189.864,185268.5937,198255.0892,25922.76803,72564.43396,276805.7123,174122.9624,204109.926,17071.93918,81565.93165,97055.84796,22148.32028,24497.20895,84876.78295,F,R
8,6487.367574,11182.42367,211879.4058,86489.98067,40409.86214,67403.1015,50759.93712,66627.89345,6119.762776,115254.5799,84718.62076,169155.3477,71001.05727,157740.5521,229292.0642,359488.922,107898.6746,199367.5099,182682.4424,195487.6603,25560.91393,71551.51212,272941.8007,171692.3922,201260.7698,16833.63318,80427.35853,95701.05218,21839.15344,24155.25413,83691.99389,F,R
9,6801.875538,11724.54823,222151.332,90683.02006,42368.93465,70670.80785,53220.78188,69858.01768,6416.449238,120842.1288,88825.78452,177356.009,74443.19273,165387.8234,240408.1571,376916.9663,113129.6087,209032.8586,191538.898,204964.9136,26800.10855,75020.33367,286174.0354,180016.0495,211017.9039,17649.72872,84326.48164,100340.6449,22897.91689,25326.30228,87749.38671,F,R
10,7436.542126,11027.50079,161250.5196,114652.3078,45712.64163,70386.90866,45396.23286,65573.37649,4839.743554,112828.7449,90165.26491,177763.6871,65959.05818,147334.1506,219831.0751,335031.9496,103761.4807,167662.9457,265219.819,186143.8388,27196.17596,80970.68828,320207.5436,233936.5404,223768.3984,17194.66336,98386.27611,121328.72,23350.5925,26331.20052,87774.41287,F,R
11,7309.422043,10838.99694,158494.1068,112692.4439,44931.23076,69183.71644,44620.23068,64452.46667,4757.013087,110900.0529,88623.98191,174724.9987,64831.55553,144815.6239,216073.2877,329304.921,101987.7842,164796.9191,260686.1574,182961.9002,26731.28514,79586.57717,314733.9231,229937.6345,219943.3064,16900.73818,96704.46333,119254.7296,22951.438,25881.09557,86273.99905,F,R
12,8231.223047,12205.91736,178482.0109,126904.2389,50597.56846,77908.56759,50247.34774,72580.65358,5356.926379,124885.8071,99800.47098,196759.8023,73007.54984,163078.5162,243322.5794,370834.0057,114849.6003,185579.6793,293561.6379,206035.4706,30102.40332,89623.34702,354425.4397,258935.3776,247680.6514,19032.11291,108899.9927,134294.1033,25845.87458,29144.9952,97154.12863,F,R
13,8161.256895,12102.16594,176964.8974,125825.5412,50167.48448,77246.33761,49820.24067,71963.71135,5311.392013,123824.2662,98952.15781,195087.3259,72386.97896,161692.3339,241254.3151,367681.8826,113873.3682,184002.235,291066.337,204284.1501,29846.53013,88861.54033,351412.7909,256734.4031,245575.3431,18870.3382,107974.3328,133152.5911,25626.18228,28897.26006,96328.30961,F,R
14,8496.403301,12599.1479,184232.0562,130992.6348,52227.63922,80418.50003,51866.13566,74918.93988,5529.507184,128909.1764,103015.6814,203098.6919,75359.5892,168332.3166,251161.5534,382780.9369,118549.6393,191558.3858,303019.1327,212673.1887,31072.19395,92510.6873,365843.7463,267277.3395,255660.0267,19645.25879,112408.3569,138620.5739,26678.53524,30083.9416,100284.0835,F,R
15,15162.88449,16956.93402,258609.0736,162078.6557,59264.8432,90278.68294,70269.75408,87701.58356,12224.86455,185614.4749,105859.4754,235334.9746,96676.0525,162661.1942,216250.5089,400531.0552,192127.93,184841.9783,329978.4745,164647.3125,37088.28038,81221.89879,359335.4568,170428.3733,215247.9518,18615.90217,172997.0301,172762.7483,27890.08291,29878.31192,106351.2561,F,R
16,14109.40464,15778.80803,240641.5525,150817.8301,55147.26794,84006.34251,65387.58472,81608.29365,11375.51109,172718.4386,98504.61994,218984.4805,89959.2386,151359.8952,201225.9564,372703.1445,178779.3549,171999.6131,307052.3833,153208.023,34511.47805,75578.80141,334369.7147,158587.4299,200293.0546,17322.51516,160977.6228,160759.6183,25952.34868,27802.44043,98962.23287,F,R
17,14904.91424,16668.44112,254209.2876,159321.1678,58256.55443,88742.74734,69074.23578,86209.49284,12016.87963,182456.5657,104058.4596,231331.1572,95031.27672,159893.7954,212571.3806,393716.7123,188859.2057,181697.2118,324364.4617,161846.1234,36457.28745,79840.0487,353221.9856,167528.8294,211585.8803,18299.1848,170053.7849,169823.4891,27415.5814,29369.98413,104541.8734,F,R
18,15118.76447,16907.59379,257856.589,161607.0494,59092.39805,90015.99565,70065.28752,87446.39495,12189.2934,185074.3855,105551.4521,234650.2116,96394.75054,162187.8928,215621.2767,399365.6149,191568.8881,184304.1366,329018.3237,164168.232,36980.36321,80985.56437,358289.8848,169932.4714,214621.6367,18561.73478,172493.6541,172260.0541,27808.93008,29791.37387,106041.8018,F,R
19,15847.66706,17722.73902,270288.3149,169398.4133,61941.3479,94355.82727,73443.25993,91662.34154,12776.96097,193997.1515,110640.2758,245963.1166,101042.1133,170007.2602,226016.7628,418619.7431,200804.7657,193189.7676,344880.8836,172083.0751,38763.25244,84890.02279,375563.6789,178125.2188,224968.9284,19456.6291,180809.8807,180565.0183,29149.64818,31227.66911,111154.2661,F,R
20,33625.50834,24683.48136,464171.0317,171736.0098,90505.33365,136596.4589,128849.6079,155040.2498,27828.56063,290732.8711,149011.6077,270410.2911,144517.6541,241459.9626,483498.0141,656608.1322,275564.9177,349716.298,296970.2676,191163.9283,39215.99571,66409.11727,388427.6128,145843.5884,266398.0784,22249.54328,216469.0847,170919.3444,29282.95907,30115.68246,143808.807,F,R
21,31913.23234,23426.55069,440534.5439,162990.8796,85896.62679,129640.7027,122288.3363,147145.3,26411.47643,275928.1903,141423.648,256640.4754,137158.5353,229164.3537,458877.3589,623172.3746,261532.6185,331908.0668,281847.9665,181429.4909,37219.04126,63027.43642,368648.1266,138416.9504,252832.5723,21116.55345,205446.0597,162215.8004,27791.81408,28582.13359,136485.784,F,R
22,30216.49658,22181.02765,417112.5757,154325.1183,81329.74756,122748.0754,115786.6135,139322.0031,25007.25338,261257.8736,133904.5551,242995.6316,129866.2063,216980.3371,434480.1555,590040.0726,247627.6733,314261.4593,266862.9121,171783.4011,35240.21074,59676.44696,349048.1547,131057.715,239390.1839,19993.84639,194523.0773,153591.2478,26314.20241,27062.50288,129229.2232,F,R
23,32252.48912,23675.58895,445217.69,164723.5702,86809.75939,131018.861,123588.3346,148709.5427,26692.24624,278861.4723,142927.0661,259368.7174,138616.6127,231600.508,463755.5001,629797.0702,264312.8669,335436.4484,284844.1792,183358.195,37614.70197,63697.45582,372567.077,139888.4055,255520.334,21341.03506,207630.0744,163940.2515,28087.25771,28885.97879,137936.7097,F,R
24,28426.39261,20866.96579,392401.7401,145182.4962,76511.56144,115476.1596,108927.1128,131068.2047,23525.75854,245780.2766,125971.7004,228599.9373,122172.5939,204125.8567,408740.4192,555084.5616,232957.5649,295643.7918,251053.258,161606.5049,33152.48886,56141.05878,328369.6327,123293.5146,225208.0858,18809.35884,182999.0235,144492.1022,24755.28051,25459.24971,121573.3474,F,R
25,24099.24277,17959.13802,350850.3976,134349.3239,80079.79865,100398.2875,90263.55003,128394.1352,22216.66348,195376.0834,139814.3736,179341.8549,119957.0609,178865.0833,338835.3087,402849.6882,182298.2841,258459.1988,242817.0814,185040.8345,37437.70689,44698.44759,253377.3487,116481.53,224033.6188,22160.96587,137381.5019,111234.8149,24388.87035,25257.7531,114639.053,F,R
26,23219.38137,17303.45135,338040.8781,129444.241,77156.0917,96732.75419,86968.03515,123706.4758,21405.5349,188242.9185,134709.7622,172794.0983,115577.4384,172334.7336,326464.4591,388141.6788,175642.5886,249022.8744,233951.8495,178285.0087,36070.85925,43066.5109,244126.5622,112228.7988,215854.1695,21351.8708,132365.7144,107173.6408,23498.43467,24335.59458,110453.5904,F,R
27,21928.01638,16341.10567,319240.4566,122245.0931,72864.9922,91352.8825,82131.23634,116826.4384,20215.04847,177773.6337,127217.7679,163184.0124,109149.5041,162750.1957,308307.8697,366554.8601,165874.0815,235173.2624,220940.425,168369.5413,34064.74875,40671.33148,230549.2627,105987.1018,203849.2623,20164.36895,125004.0863,101213.0907,22191.5499,22982.15047,104310.6232,F,R
