Age,Beijin,Tianjin,Hebei,Shanxi1,Neimenggu,Liaoning,Jilin,Heilongjiang,Shanghai,Jiangsu,Zhejiang,Anhui,Fujian,Jiangxi,Shandong,Henan,Hubei,Hunan,Guangdong,Guagnxi,Hainan,Chongqing,Sichuan,Guizhou,Yunnan,Xizang,Shanxi,Gansu,Qinghai,Ningxia,Xinjiang,Gender,Hukou
28,24469.57719,18235.1171,356241.9355,136413.8775,81310.38943,101941.1137,91650.6351,130367.1751,22558.0682,198378.4387,141962.9089,182097.8113,121800.4479,181613.7131,344042.21,409040.3021,185099.6721,262430.9559,246548.4652,187884.3675,38013.01425,45385.33116,257271.0127,118271.5082,227476.356,22501.51468,139492.6512,112944.1666,24763.6555,25645.89041,116400.7177,F,R
29,21692.78392,16165.80671,315815.8096,120933.7107,72083.33414,90372.89588,81250.17479,115573.1846,19998.19185,175866.5699,125853.0413,161433.4585,107978.6045,161004.2955,305000.5019,362622.6485,164094.6699,232650.445,218570.29,166563.3597,33699.31969,40235.0304,228076.0491,104850.1268,201662.4726,19948.05599,123663.107,100127.3288,21953.4904,22735.60981,103191.6326,F,R
30,15869.81996,16437.71774,241032.9385,107681.3531,69444.29441,107988.2684,88051.29816,122221.2065,17905.48296,177745.7417,137433.3507,174670.3247,103797.9344,184026.0231,277351.2543,342383.9016,145669.9564,203330.3719,185095.0071,163450.1678,28645.43217,45818.07645,268304.5591,132892.2564,230411.9973,16999.35195,114116.136,95861.9805,25079.36816,25250.57264,94266.85585,F,R
31,16103.63651,16679.90137,244584.1754,109267.8665,70467.44561,109579.3037,89348.59396,124021.9416,18169.29177,180364.5425,139458.2125,177243.8141,105327.2319,186737.3538,281437.5838,347428.3837,147816.1715,206326.1215,187822.0876,165858.346,29067.47704,46493.13292,272257.6,134850.2124,233806.7515,17249.81035,115797.4557,97274.35429,25448.87276,25622.59966,95655.72801,F,R
32,16013.07283,16586.09688,243208.6822,108653.3655,70071.15058,108963.0513,88846.11507,123324.4666,18067.11125,179350.2078,138673.927,176247.0298,104734.8922,185687.1797,279854.8343,345474.5149,146984.8825,205165.784,186765.8132,164925.5914,28904.00727,46231.66469,270726.4769,134091.8413,232491.8684,17152.80082,115146.2336,96727.30247,25305.75331,25478.5032,95117.77904,F,R
33,14927.12235,15461.28592,226715.1217,101284.8751,65319.17072,101573.5591,82820.88292,114961.0335,16841.86309,167187.3053,129269.5473,164294.5739,97632.13891,173094.5259,260876.0602,322045.6441,137016.8829,191252.1596,174100.0103,153740.9158,26943.8388,43096.39522,252366.756,124998.2026,216725.0847,15989.55798,107337.4196,90167.59582,23589.60581,23750.64041,88667.22462,F,R
34,17402.78081,18025.53523,264315.7519,118082.9391,76152.33423,118419.5012,96556.69978,134027.284,19635.08067,194915.2662,150708.8602,191542.7763,113824.3978,201802.1975,304142.2711,375456.8108,159741.0889,222971.2688,202974.4411,179238.7973,31412.46582,50243.91854,294221.7015,145729.1144,252668.8705,18641.42104,125139.2962,105121.8627,27501.93436,27689.6765,103372.6554,F,R
35,16761.0886,17063.67434,233875.3616,131972.4097,81835.03347,113433.6299,93286.4628,133816.7418,16323.41994,205572.7884,154689.7545,217332.2068,116826.9128,183455.2118,310483.5867,368603.4629,178761.5307,236513.9813,199803.8472,158005.5899,25417.20205,90755.90945,413879.6552,152841.8202,226236.8728,13654.18146,145637.3978,140430.4015,24037.55517,23477.41133,88781.89772,F,R
36,18604.07541,18939.93235,259591.4245,146483.6039,90833.30866,125906.3689,103543.8945,148530.7319,18118.28234,228176.8058,171698.8632,241229.246,129672.7646,203627.263,344623.2044,409133.7255,198417.4821,262520.1769,221773.5334,175379.2955,28211.98283,100735.0909,459388.319,169647.7369,251113.0359,15155.54435,161651.1431,155871.605,26680.63512,26058.89996,98544.0242,F,R
37,19475.38656,19826.97317,271749.2393,153344.079,95087.43433,131803.1212,108393.3131,155487.0831,18966.84165,238863.3351,179740.2805,252527.0788,135745.9138,213164.0285,360763.4336,428295.2677,207710.2506,274815.1582,232160.169,183593.0837,29533.27479,105452.9608,480903.5062,177593.0909,262873.7703,15865.34553,169221.9812,163171.7618,27930.20729,27279.35352,103159.2768,F,R
38,20482.90112,20852.67626,285807.5643,161276.9841,100006.5652,138621.6541,114000.7931,163530.8516,19948.04781,251220.3831,189038.7326,265590.9893,142768.4181,224191.5817,379426.7043,450452.1434,218455.6651,289032.0915,244170.4441,193090.8518,31061.11118,110908.3285,505781.9487,186780.4631,276472.9433,16686.10288,177976.2932,171613.0795,29375.11266,28690.58845,108495.9859,F,R
39,21074.19652,21454.64623,294058.1874,165932.6887,102893.5303,142623.3502,117291.7402,168251.6203,20523.90318,258472.5519,194495.8567,273258.0053,146889.8219,230663.4896,390379.9018,463455.686,224761.9899,297375.7995,251219.097,198664.9514,31957.77576,114110.003,520382.7387,192172.3959,284454.0968,17167.79323,183114.0695,176567.164,30223.10624,29518.82136,111628.0216,F,R
40,24559.91176,25192.40185,377079.8708,164524.6083,102795.7197,168240.2196,134934.7924,164724.0035,22289.37954,354794.7793,221543.0538,326686.491,147316.5899,218191.9284,515241.4346,561833.4418,279895.0886,355043.4873,274492.1224,210636.3519,33980.79803,115211.8217,508682.834,190038.6153,265508.6191,15224.78685,198775.5547,199766.0985,27831.70794,29529.78303,104328.7042,F,R
41,22758.23281,23344.32435,349417.8469,152455.3254,95254.77712,155898.3649,125036.1747,152640.0933,20654.26349,328767.5569,205290.9817,302721.2512,136509.6618,202185.6899,477444.0819,520618.1681,259362.3972,328998.0201,254355.7847,195184.3794,31488.01674,106760.0522,471366.6106,176097.6624,246031.2979,14107.91891,184193.6728,185111.5517,25790.01485,27363.52165,96675.30409,F,R
42,25269.7162,25920.48584,387977.8321,169279.5235,105766.6122,173102.5195,138834.5342,169484.6814,22933.56347,365048.6806,227945.8555,336128.0364,151574.1772,224497.8794,530132.3945,578070.9543,287984.3187,365304.5765,282425.2018,216723.9396,34962.87491,118541.5513,523384.2442,195530.9092,273182.0668,15664.79744,204520.3543,205539.5257,28636.07036,30383.22141,107343.9014,F,R
43,20982.50511,21522.86644,322154.2649,140559.8876,87822.45375,143734.2814,115280.1361,140730.2388,19042.69953,303115.2288,189273.0033,279101.2051,125858.396,186410.0042,440191.1596,479996.5563,239125.4572,303327.7099,234509.4893,179954.976,29031.1413,98430.02137,434587.8874,162357.514,226834.5267,13007.13826,169821.8273,170668.0881,23777.73015,25228.46294,89132.14307,F,R
44,23456.54555,24060.6207,360139.3707,157133.2588,98177.57104,160681.9443,128872.7799,157323.696,21288.01811,338855.448,211590.1223,312009.9384,140698.319,208389.5479,492093.9578,536592.796,267320.663,339092.9827,262160.4278,201173.4094,32454.19383,110035.8735,485830.0056,181501.0363,253580.5128,14540.80576,189845.4644,190791.5075,26581.35467,28203.14289,99641.6854,F,R
45,29757.91361,26603.90216,374748.6663,167323.9965,109106.2017,179409.7626,128572.078,157836.6009,22105.74694,318843.3522,217979.5415,286378.7066,139244.5334,190956.0267,502619.8529,516072.8184,289235.3003,325649.3769,262041.1737,209292.1766,34701.04267,103980.9331,418390.6859,166090.5198,241968.9342,14195.3571,194935.4301,162526.1179,22684.44348,25704.73223,81995.07552,F,R
46,28731.00832,25685.83753,361816.5974,161549.872,105341.0945,173218.5747,124135.2297,152389.8736,21342.90755,307840.5,210457.3628,276496.1652,134439.3931,184366.3929,485275.1225,498263.8444,279254.1818,314411.658,252998.4877,202069.7871,33503.55669,100392.692,403952.59,160358.9609,233618.914,13705.49455,188208.4724,156917.5617,21901.63406,24817.69673,79165.53651,F,R
47,32342.89806,28914.9067,407302.0062,181858.9513,118583.944,194994.5731,139740.765,171547.4129,24026.00965,346540.3581,236914.7979,311255.6019,151340.3059,207543.8281,546280.9953,560902.5812,314360.3397,353937.6026,284803.9375,227472.7866,37715.42254,113013.458,454735.0826,180518.326,262988.0802,15428.46698,211868.9107,176644.2948,24654.97591,27937.62846,89117.75212,F,R
48,25333.19539,22648.15538,319027.1102,142444.5124,92883.14908,152733.2403,109454.635,134367.8022,18818.83299,271434.3836,185568.0606,243796.9215,118540.198,162562.6849,427885.0696,439337.7073,246228.7669,277228.4173,223078.1479,178172.4241,29541.32825,88519.95908,356179.9773,141394.442,205990.4591,12084.64275,165950.3889,138360.0327,19311.48287,21882.68345,69803.18902,F,R
49,14063.87925,12573.26278,177109.8626,79078.94728,51564.65156,84790.79783,60764.4139,74595.11192,10447.39089,150688.4677,103019.2503,135345.3606,65808.32008,90247.67451,237543.0284,243901.0307,136695.4146,153905.0612,123843.206,98913.5172,16400.05009,49142.39979,197735.5053,78495.9942,114356.8705,6708.863759,92128.37921,76811.42325,10720.8885,12148.30633,38751.66976,F,R
50,18689.19959,16286.57471,236926.1826,106675.1589,74077.75801,123760.2989,78810.25345,102081.2431,13944.57843,184139.4574,130988.9605,109626.9057,86099.54364,119597.7123,288683.9539,272196.4387,162467.3306,169501.9806,153319.3407,120633.5953,17835.20242,56573.41453,226162.0074,90935.97382,119632.3572,7443.460064,125942.9285,70176.74054,9797.582062,12939.87588,44930.99072,F,R
51,17016.98747,14829.33693,215727.2633,97130.42193,67449.66652,112686.8727,71758.72294,92947.54579,12696.89027,167663.6189,119268.7514,99818.06181,78395.80546,108896.7327,262854.0191,247841.7208,147930.601,154335.8273,139601.1256,109839.9302,16239.40152,51511.52041,205926.2104,82799.49709,108928.2777,6777.458073,114674.2121,63897.69175,8920.945511,11782.08327,40910.79998,F,R
52,22474.54004,19585.28366,284913.5915,128281.3166,89081.58589,148826.9082,94772.60854,122756.9417,16768.9357,221435.3583,157519.6745,131830.9149,103538.2832,143821.2247,347154.4648,327327.5418,195373.7242,203833.1835,184372.8857,145066.9171,21447.57292,68031.88461,271969.223,109354.2918,143862.8866,8951.070399,151451.6112,84390.45008,11782.00004,15560.73909,54031.38562,F,R
53,25570.8032,22283.50094,324165.4497,145954.3241,101354.1411,169330.4323,107829.2022,139668.8694,19079.15152,251941.9734,179220.7801,149992.942,117802.5028,163635.1279,394981.0979,372422.6676,222289.8908,231914.7895,209773.4934,165052.4363,24402.3533,77404.47323,309437.7668,124419.7687,163682.5295,10184.23777,172316.7343,96016.7188,13405.17776,17704.50458,61475.15927,F,R
54,24081.71403,20985.84441,305288.0114,137454.8256,95451.88793,159469.6505,101549.8806,131535.3979,17968.09695,237270.3942,168784.0441,141258.2588,110942.3963,154106.0061,371979.7839,350735.0203,209345.0699,218409.4726,197557.5519,155440.779,22981.3076,72896.90412,291417.9798,117174.3127,154150.6474,9591.169264,162282.0483,90425.28491,12624.54116,16673.50114,57895.21722,F,R
55,20644.15703,21069.63773,295679.8914,121516.4555,79631.6342,146655.2739,93332.53008,117493.16,18329.04142,262790.6499,164763.2322,219087.1071,103126.9291,135594.8612,390943.7702,393828.2791,204664.5626,243372.8785,170797.1326,154207.5565,20325.0465,118085.4959,425276.3089,137340.5836,146544.7324,7185.201147,146323.6493,101155.9523,13567.41175,16716.80325,49485.07472,F,R
56,21021.9838,21455.2516,301091.3877,123740.4344,81089.04237,149339.3403,95040.69034,119643.5051,18664.49723,267600.2114,167778.7082,223096.8119,105014.3452,138076.5014,398098.774,401036.0748,208410.3078,247827.0583,173923.0403,157029.8438,20697.03295,120246.6818,433059.6626,139854.1737,149226.7757,7316.703797,149001.6463,103007.2958,13815.72081,17022.75209,50390.74435,F,R
57,19584.07557,19987.70776,280496.6718,115276.562,75542.53438,139124.4973,88539.88662,111459.8635,17387.8416,249296.2992,156302.6084,207836.9418,97831.34134,128632.0389,370868.732,373605.1208,194154.9977,230875.6341,162026.6669,146288.9686,19281.35143,112021.7828,403438.2883,130288.118,139019.632,6816.239679,138809.9016,95961.57458,12870.72253,15858.39217,46944.00657,F,R
58,19871.68177,20281.24159,284615.9667,116969.4811,76651.93071,141167.6403,89840.15839,113096.7316,17643.19453,252957.3943,158598.0244,210889.1765,99268.06479,130521.0927,376315.2054,379091.7801,197006.3032,234266.2084,164406.1447,148437.3271,19564.51191,113666.9031,409363.069,132201.4925,141061.2351,6916.34105,140848.4246,97370.83916,13059.73832,16091.28404,47633.41299,F,R
59,16901.90659,17250.25868,242080.7931,99488.67266,65196.48351,120070.4751,76413.76219,96194.69632,15006.46142,215153.5184,134895.93,179372.2948,84432.6906,111015.0284,320075.8006,322437.4228,167564.1837,199255.6855,139836.0407,126253.7246,16640.64253,96679.65706,348184.7402,112444.2966,119979.9718,5882.710468,119798.9653,82819.00079,11107.99176,13686.48023,40514.71366,F,R
60,15078.91807,15728.83252,232134.5503,94307.55237,52672.40745,110034.1283,69057.92438,85639.76963,15200.77703,213885.0426,136980.7551,191169.6296,70256.20416,112293.0323,305193.5105,309871.5406,167729.8329,206909.7454,125207.8255,130278.5123,15744.62906,99468.50503,344614.8843,118349.874,120139.3954,7124.235908,114660.2555,91915.50611,11556.29144,12984.74926,44194.18309,F,R
61,14364.96914,14984.11177,221143.5618,89842.32642,50178.50114,104824.2884,65788.20495,81584.94144,14481.05838,203758.1225,130495.0601,182118.2274,66929.74919,106976.239,290743.3636,295199.9008,159788.2462,197113.0882,119279.5492,124110.1516,14999.16038,94758.92092,328298.2343,112746.3044,114451.0965,6786.921215,109231.3801,87563.53754,11009.13004,12369.95397,42101.69942,F,R
62,12722.48025,13270.83019,195858.0329,79569.76536,44441.0972,92838.69155,58265.98931,72256.5288,12825.29586,180460.4427,115574.2702,161294.8506,59277.00952,94744.5884,257499.8015,261446.7787,141518.0768,174575.2008,105641.1395,109919.4114,13284.15814,83924.19701,290760.6527,99854.90522,101364.7716,6010.90544,96741.87691,77551.53293,9750.347405,10955.57488,37287.79605,F,R
63,12154.67374,12678.55073,187116.8548,76018.55286,42457.68329,88695.28457,55665.56806,69031.70733,12252.90067,172406.4617,110416.1704,154096.2333,56631.46626,90516.12091,246007.5405,249778.3634,135202.1004,166783.8791,100926.357,105013.689,12691.28385,80178.64548,277783.9541,95398.3634,96840.84414,5742.637683,92424.27008,74090.3945,9315.187701,10466.62567,35623.63522,F,R
64,11385.40674,11876.12765,175274.2645,71207.35305,39770.54456,83081.77681,52142.5048,64662.70365,11477.41691,161494.8894,103427.9519,144343.5119,53047.27148,84787.37276,230437.7699,233969.9381,126645.1851,156228.159,94538.74702,98367.39248,11888.0549,75104.15419,260203.0603,89360.61905,90711.80545,5379.187231,86574.75553,69401.22747,8725.631236,9804.194909,33369.02209,F,R
65,10028.27865,9272.873382,134057.0656,58680.75717,32561.25149,66974.88808,38619.82071,47623.37569,10115.86187,153772.0483,82674.1802,141365.8853,50723.82167,73852.3604,197324.9939,207000.7501,120965.5638,138786.5595,96663.40996,107793.0476,11589.44954,77837.39689,262570.1134,92422.19255,94381.86709,5425.780458,86039.56542,69289.27466,8561.259722,9496.210592,28517.09632,F,R
66,9460.063529,8747.46049,126461.2204,55355.83025,30716.28924,63180.00507,36431.57217,44924.97418,9542.684171,145059.127,77989.75518,133355.913,47849.74491,69667.79099,186144.3068,195271.8223,114111.4999,130922.7351,91186.33725,101685.3554,10932.77648,73427.03021,247692.5542,87185.43265,89034.06952,5118.348782,81164.45335,65363.25554,8076.167772,8958.143127,26901.28109,F,R
67,8754.88723,8095.403366,117034.4914,51229.47112,28426.62183,58470.41279,33715.87357,41576.1566,8831.349127,134246.0645,72176.20786,123415.2367,44282.90776,64474.58327,172268.6544,180715.7825,105605.3493,121163.4339,84389.08439,94105.47998,10117.82055,67953.59959,229228.9447,80686.41702,82397.25197,4736.814532,75114.25626,60490.91842,7474.150451,8290.381204,24895.99373,F,R
68,8344.337317,7715.779156,111546.2996,48827.12666,27093.58957,55728.51307,32134.80821,39626.49272,8417.213625,127950.7566,68791.59136,117627.8276,42206.31404,61451.12519,164190.3229,172241.3331,100653.1134,115481.6203,80431.75972,89692.51662,9643.357515,64766.99722,218479.5289,76902.72449,78533.33189,4514.687308,71591.86351,57654.26952,7123.65915,7901.613743,23728.52603,F,R
69,8375.399325,7744.501341,111961.5336,49008.88688,27194.44615,55935.96388,32254.43085,39774.00335,8448.546918,128427.0566,69047.66981,118065.7001,42363.42812,61679.87857,164801.5256,172882.5059,101027.7972,115911.5035,80731.169,90026.3993,9679.255159,65008.09402,219292.8245,77188.99684,78825.67422,4531.493347,71858.36604,57868.88901,7150.177153,7931.027702,23816.85607,F,R
70,7489.122098,6161.278908,102259.0639,48448.97556,28438.33543,46558.8535,28157.19599,34381.19062,8159.531527,123554.295,74796.0661,106562.6599,46641.03272,66684.11201,155954.5339,150967.5528,89850.00168,126923.6431,91370.31726,88558.92288,12573.4207,54125.82959,190262.1958,72676.70726,77927.52691,3918.651239,63753.77403,51788.04704,6046.660522,6970.095444,18624.40644,F,R
71,6376.26031,5245.73076,87063.66409,41249.59853,24212.4814,39640.34311,23973.11846,29272.24557,6947.048844,105194.4857,63681.58795,90727.75823,39710.31074,56775.04668,132780.1432,128534.213,76498.55243,108063.1584,77792.95353,75399.32419,10705.04691,46082.88854,161989.7862,61877.15968,66347.72278,3336.351049,54280.14841,44092.49369,5148.144333,5934.359508,15856.87375,F,R
72,7056.400411,5805.280038,96350.53232,45649.59238,26795.1676,43868.68162,26530.27241,32394.64445,7688.073564,116415.3244,70474.34728,100405.4664,43946.11252,62831.10213,146943.4765,142244.6433,84658.46604,119589.9914,86090.93773,83441.9858,11846.92809,50998.43762,179268.8407,68477.44505,73424.8722,3692.23146,60070.07916,48795.73221,5697.284305,6567.363132,17548.28771,F,R
73,6605.789112,5434.563436,90197.72976,42734.47689,25084.06781,41067.29246,24836.08843,30325.97034,7197.12455,108981.2138,65973.95964,93993.72177,41139.77874,58818.80083,137559.8833,133161.1107,79252.30154,111953.1513,80593.29771,78113.50393,11090.40078,47741.75278,167820.9975,64104.57664,68736.06839,3456.451017,56234.0927,45679.70888,5333.464151,6147.98103,16427.68,F,R
74,6459.210923,5313.973988,88196.30046,41786.22648,24527.46856,40156.0358,24284.99169,29653.05667,7037.425011,106562.9912,64510.04013,91908.06186,40226.91365,57513.64967,134507.5185,130206.3518,77493.74422,109468.9833,78804.98455,76380.2158,10844.31196,46682.39416,164097.1581,62682.13753,67210.85949,3379.754604,54986.29455,44666.10568,5215.118031,6011.561307,16063.1604,F,R
75,6738.754481,5549.694735,88275.88551,41542.91538,20800.67844,35826.88715,19744.23595,21591.88644,8532.458976,108546.0949,74342.08329,90346.06325,40533.67564,49933.76611,146962.3901,132585.7811,73757.6683,100548.6005,85996.66701,73487.9383,10681.30797,39807.65239,139962.8966,49439.26111,57679.51259,2760.236992,43783.92213,33830.88516,4252.742988,4329.166488,10699.28997,F,R
76,6300.156662,5188.487925,82530.37112,38839.05785,19446.84782,33495.06239,18459.16482,20186.55934,7977.116308,101481.276,69503.46279,84465.8095,37895.50537,46683.78261,137397.2124,123956.3178,68957.08496,94004.30553,80399.49758,68704.91058,9986.105557,37216.73599,130853.2872,46221.46291,53925.3903,2580.584517,40934.20668,31628.97196,3975.949435,4047.398843,10002.91718,F,R
77,6240.898246,5139.685714,81754.10168,38473.74296,19263.93341,33180.01239,18285.54043,19996.68731,7902.084637,100526.7569,68849.72268,83671.33559,37539.0654,46244.6813,136104.873,122790.4016,68308.48401,93120.11383,79643.27085,68058.68154,9892.177607,36866.68043,129622.499,45786.71012,53418.17542,2556.31189,40549.1851,31331.47415,3938.552195,4009.32956,9908.831105,F,R
78,5398.271056,4445.740906,70715.91034,33279.13464,16662.97543,28700.14755,15816.68211,17296.79512,6835.169089,86953.93848,59553.84153,72374.28513,32470.65442,40000.86441,117728.405,106211.6132,59085.67927,80547.31793,68890.0775,58869.60437,8556.56573,31889.05284,112121.2615,39604.72711,46205.81507,2211.166397,35074.35687,27101.19335,3406.7808,3468.002019,8570.970723,F,R
79,4763.199884,3922.728657,62396.64745,29364.0628,14702.6857,25323.76349,13955.95323,15261.94066,6031.056291,76724.37812,52547.72281,63859.92533,28650.69497,35295.02516,103878.4306,93716.5138,52134.63676,71071.45444,60785.61186,51943.98166,7549.941911,28137.51499,98930.93075,34945.49081,40770.00408,1951.037177,30948.08891,23912.91576,3005.995391,3060.014335,7562.652251,F,R
80,4487.608546,4461.023187,63267.8366,26853.87081,11280.16769,29124.26044,13792.48409,14348.11808,6308.705616,84344.70896,55544.7899,69145.8594,33377.91783,35690.84403,115438.9445,96725.5105,46901.88979,71057.34669,70339.54201,54324.52193,8488.705028,29592.16275,106995.4346,31245.77206,40308.72084,1829.072677,24517.01778,14688.41067,2148.096982,2336.853028,6712.803068,F,R
81,3452.05825,3431.607668,48668.29517,20657.13293,8677.181965,22403.61264,10609.76197,11037.17913,4852.923121,64881.51662,42727.40108,53189.91886,25675.70577,27454.90641,88800.51739,74405.35268,36078.91686,54660.31571,54108.15,41788.71937,6529.870849,22763.54288,82305.41253,24035.56909,31007.17251,1407.000045,18859.52677,11298.94658,1652.40703,1797.606162,5163.771968,F,R
82,3469.231093,3448.678777,48910.40377,20759.89531,8720.348063,22515.06317,10662.54201,11092.08543,4877.064801,65204.28061,42939.95571,53454.52104,25803.43387,27591.48544,89242.27046,74775.49459,36258.39748,54932.23262,54377.32007,41996.60436,6562.354788,22876.78395,82714.85461,24155.13806,31161.42289,1413.999403,18953.34665,11355.15509,1660.627206,1806.548656,5189.460018,F,R
83,2853.153921,2836.25135,40224.73756,17073.28658,7171.760714,18516.76611,8769.053637,9122.317363,4010.980008,53625.09555,35314.5408,43961.89592,21221.17741,22691.70106,73394.34214,61496.62269,29819.51509,45177.19075,44720.82135,34538.7128,5396.990799,18814.25136,68026.08572,19865.59125,25627.67757,1162.896859,15587.55063,9338.670267,1365.727706,1485.735957,4267.899081,F,R
84,2372.917409,2358.859842,33454.19935,14199.54902,5964.625928,15400.06529,7293.066065,7586.869228,3335.860789,44599.03893,29370.47596,36562.32754,17649.27611,18872.28449,61040.76999,51145.64816,24800.36074,37573.06665,37193.51233,28725.23361,4488.581331,15647.47848,56576.08652,16521.85919,21314.08398,967.1606502,12963.88883,7766.806093,1135.851461,1235.660191,3549.535816,F,R
85,2040.85613,1871.957692,28704.2896,11696.21685,4422.324111,13627.289,6100.048598,6271.76201,3822.734654,45363.30556,28135.66485,35209.69445,16991.1829,17703.37131,56302.29442,50894.72942,23775.27017,33726.20316,38120.37753,28101.88517,4731.971247,13086.814,52200.87734,12216.98704,17331.79475,838.8622438,11867.93027,6671.488314,881.0868533,1004.945708,2741.784649,F,R
86,1701.410891,1560.604472,23930.05083,9750.844483,3686.781392,11360.7312,5085.458483,5228.611675,3186.918606,37818.25724,23456.00255,29353.44472,14165.1257,14758.85944,46937.81962,42429.66745,19820.85018,28116.69501,31780.00866,23427.84127,3944.926493,10910.15066,43518.57042,10184.99761,14449.08532,699.3385454,9893.997676,5561.853532,734.54015,837.7981903,2285.757528,F,R
87,1374.548056,1260.792355,19332.78142,7877.582307,2978.503443,9178.189157,4108.476741,4224.128371,2574.670703,30552.88541,18949.80389,23714.27184,11443.82354,11923.49341,37920.46299,34278.38462,16013.01087,22715.1176,25674.66176,18927.05275,3187.055562,8814.170913,35158.09538,8228.329052,11673.23087,564.9866492,7993.233937,4493.350197,593.4255745,676.846422,1846.634216,F,R
88,1102.900523,1011.625997,15512.10571,6320.760931,2389.871341,7364.333013,3296.531634,3389.327402,2065.846774,24514.81646,15204.8148,19027.6962,9182.217324,9567.091575,30426.36327,27504.05719,12848.41079,18226.00162,20600.66054,15186.5599,2557.207972,7072.254529,28209.91353,6602.19072,9366.287618,453.3301462,6413.556699,3605.34378,476.1487777,543.0834302,1481.689807,F,R
89,939.6231114,861.8611987,13215.63706,5385.012452,2036.06608,6274.09032,2808.501079,2887.559024,1760.01129,20885.55371,12953.83862,16210.76673,7822.848414,8150.744479,25921.93359,23432.25635,10946.28524,15527.75793,17550.86369,12938.28624,2178.629587,6025.2522,24033.61514,5624.77835,7979.668272,386.2174996,5464.070397,3071.59555,405.6579778,462.6833804,1262.335049,F,R
90,663.8158544,582.6043403,9413.473765,3248.460564,1041.625942,4893.876458,1917.29792,1994.978499,1578.328122,17375.73308,9459.375925,11839.22638,6578.132642,5578.877925,21411.59224,19466.04684,6662.875092,11514.38033,16485.93736,13583.50847,2266.860524,5133.980065,20903.13754,4290.086506,5921.378659,250.6964131,3891.090806,2037.349723,218.9179945,215.3870591,1422.966964,F,R
91,444.1482766,389.8109874,6298.40056,2173.491566,696.9347957,3274.412294,1282.832522,1334.80732,1056.033402,11625.81739,6329.112941,7921.431762,4401.320421,3732.735516,14326.14441,13024.41196,4458.020201,7704.082606,11030.4697,9088.502233,1516.719115,3435.061671,13985.94573,2870.426362,3961.897126,167.7368491,2603.464898,1363.15721,146.4744316,144.1119408,952.0838056,F,R
92,347.2403494,304.7588173,4924.163678,1699.261284,544.8718248,2559.974065,1002.933562,1043.568071,825.6193413,9089.200847,4948.174978,6193.068571,3441.0041,2918.296553,11200.34829,10182.63854,3485.332656,6023.142443,8623.751017,7105.498,1185.788853,2685.571638,10934.37696,2244.133109,3097.457797,131.1386426,2035.419495,1065.732349,114.5154344,112.6684112,744.3503234,F,R
93,253.8419895,222.7868525,3599.695446,1242.20548,398.3158877,1871.409561,733.1712781,762.8761917,603.5498367,6644.449097,3617.24835,4527.298887,2515.466098,2133.35289,8187.754384,7443.781319,2547.871458,4403.078339,6304.192813,5194.309221,866.8433896,1963.224748,7993.322221,1640.521368,2264.324555,95.86585772,1487.94613,779.0788719,83.71384759,82.36362424,544.1400093,F,R
94,188.9494633,165.8333056,2679.464198,924.6463098,296.4898493,1392.999767,545.7423328,567.8534402,449.2575005,4945.852707,2692.529852,3369.933779,1872.408777,1587.979532,6094.625242,5540.842506,1896.529985,3277.469148,4692.580022,3866.428645,645.2423162,1461.34319,5949.897993,1221.136159,1685.469415,71.3585739,1107.565471,579.9140443,62.31312087,61.30807054,405.0352857,F,R
95,110.7390672,89.97549207,1761.443287,570.9983151,124.5814506,882.4519415,404.8897143,432.5744811,325.2960098,3273.723673,1571.110515,2373.968752,1501.898598,1052.021138,4031.594164,4571.447116,1370.395956,2540.077353,4287.678257,3571.334916,602.1436777,1103.930076,4931.349085,989.7304128,1076.245309,58.83012943,681.7373822,391.0473309,44.98774604,44.98774604,411.810906,F,R
96,83.43478594,67.79076358,1327.134564,430.210615,93.86413418,664.8709504,305.0584361,325.9171326,245.0896837,2466.540859,1183.731026,1788.633224,1131.584284,792.6304664,3037.547676,3444.292257,1032.505476,1913.785402,3230.490618,2690.771847,453.6766485,831.7405223,3715.455311,745.6983993,810.8818258,44.32473003,513.6454009,294.6290878,33.89538179,33.89538179,310.2731102,F,R
97,61.47568354,49.94899288,977.8475913,316.9839933,69.16014398,489.8843532,224.7704679,240.1393888,180.5848204,1817.374895,872.1862602,1317.884966,833.763958,584.0189936,2238.099104,2537.793061,760.7615838,1410.098491,2380.261622,1982.590794,334.2740293,612.8357203,2737.589033,549.4389217,597.4667994,32.65895688,378.4596768,217.0860075,24.97449644,24.97449644,228.6126982,F,R
98,46.53320058,37.80822547,740.1687218,239.9368155,52.34985065,370.8114421,170.1370146,181.7703148,136.6912767,1375.637742,660.1897833,997.5554875,631.1065329,442.0654055,1694.099334,1920.948687,575.8483572,1067.355288,1801.70736,1500.695719,253.0242782,463.8778433,2072.181588,415.8904802,452.2445432,24.72076281,286.4700161,164.3203646,18.90411274,18.90411274,173.0453397,F,R
99,32.8700314,26.70690051,522.838937,169.4860994,36.97878533,261.9330627,120.1810523,128.3985602,96.55571724,971.7203033,466.3435705,704.6512982,445.7998009,312.2652983,1196.674581,1356.915984,406.7666386,753.9563453,1272.686528,1060.058513,178.7307957,327.6731255,1463.743586,293.7759056,319.4556177,17.46220418,202.3561308,116.0722984,13.35345026,13.35345026,122.2354293,F,R
